Title,Corresponding author,country,institute,Year,Sample Name,Pt at% in Metal Element,Pd at% in metal element,Au at% in Metal Element,Ir at% in metal element,Ru at% in metal element,Ni at% in Metal Element,Co at% in Metal Element,Fe at% in metal element,Mn at% in metal element,Zn at% in metal element,Cu at% in Metal Element,Ti at% in metal element,Cr at% in metal element,Mo at% in metal element,Ag at% in metal element,V at% in metal element,Sc at% in metal element,W at% in metal element,Os at% in metal element,Ga at% in metal element,Total Metal Mass Ratio wt%,N at%,Sn at%,S at%,O at%,Ti at%,Ta at%,Nb at%,Si at%,W at%,C wt%,Particle Diameter (nm),Particle variance,carbon substrate type,carbon particle diameter(nm),Support BET Surface Area(m2/g),special sturcture,particle,nanowire,core-shell,Wet Reduction Temperature (⊥),Wet Reduction Time (min),mircrowave(0/1),Reducing agent( chemical name in english),polyhydric alcohols,heat reduction,inorganic reducing agent,organic reducing agent,pH,Annealing Temperature (⊥),Annealing Time (h),Atomosphere h2,Atomosphere inert,Electrochemical Active Surface Area (m2/g),Catalyst Mass Activity (mA mg-1),Catalyst Specific Activity (mA cm-2),Half wave potential ㄗV vsRHEㄘ,Onset Potential ㄗV vsRHEㄘ,ADT cycles,Reduce in half wave potential  mV,Reduce in MA/ mA mg-1,Reduce in SA/mA cm-2,I/C Ratio(Ionomer/Catalyst),Active Area (cm2),Cathode Platinum Loading (mgPt cm-2),Anode Platinum Loading(mgPt cm-2),Anodic Catalyst Type x wt% Pt/C,Membrane,Membrane Thickness (米m),Hot Press Temperature (⊥),Hot Press Time (min),Hot Press Pressure (Mpa),Humidity %,GDE for 1/CCM for 0,Cell Temperature (⊥),Flowing Rate of Anode Gas (H2) (ml min-1),Flowing Rate of Cathode Gas(O2/air) (ml min-1),stoichiometry/anode,stoichiometry/cathode,stoich to flow anode,stoich to flow cathode,Backpressure (Mpa),"Current decay at 0.6V(ma,cm2)",Cathode Gas Oxygen Ratio,Maximum Power Density mW cm-2,MPD caculated,qualified,Open Circuit Voltage V,Voltage 100mA cm0,Voltage 200mA cm0,Voltage 300mA cm0,Voltage 400mA cm0,Voltage 500mA cm0,Voltage 600mA cm0,Voltage 700mA cm0,Voltage 800mA cm0,Voltage 900mA cm0,Voltage 1000mA cm0,Voltage 1100mA cm0,Voltage 1200mA cm0,Voltage 1300mA cm0,Voltage 1400mA cm0,Voltage 1500mA cm0,Voltage 1600mA cm0,Voltage 1700mA cm0,Voltage 1800mA cm0,Voltage 1900mA cm0,Voltage 2000mA cm0,Voltage 2100mA cm0,Voltage 2200mA cm0,Voltage 2300mA cm0,Voltage 2400mA cm0,Voltage 2500mA cm0,Voltage 2600mA cm0,Voltage 2700mA cm0,Voltage 2800mA cm0,Voltage 2900mA cm0,Voltage 3000mA cm0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Influence of the carbon texture of platinum carbon aerogel electrocatalysts on their behavior in a proton exchange membrane fuel cell cathode,Sandrine Berthon-Fabry,France,Centre Energe∩tique et Proce∩de∩s,2012,MEA-CA/10_200,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,70,6,,carbon aerogel,,546,none,1,0,0,25,,0,NaBH4,0,0,1,0,7,350,0.5,1,0,61.7,217,0.351701783,,,,,,,0.5,50,0.5,0.6,,nafion 1035,89,120,2,20,100,1,70,,,,,0,0,0.13,,1,243,243,0,0.92,0.8,0.695,0.62,0.545,0.475,0.405,0.34,0.29,0.24,0.2,0.16238,0.12898,0.09914,0.0723,0.04805,0.02602,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,80,139,186,218,237.5,243,238,232,216,200,178.618,154.776,128.882,101.22,72.075,41.632,17,18,19,20,21,22,23,24,25,26,27,28,29,30,243
Influence of the carbon texture of platinum carbon aerogel electrocatalysts on their behavior in a proton exchange membrane fuel cell cathode,Sandrine Berthon-Fabry,France,Centre Energe∩tique et Proce∩de∩s,2012,MEA-CA/10_200,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,70,6,,carbon aerogel,,546,none,1,0,0,25,,0,NaBH4,0,0,1,0,7,350,0.5,1,0,61.7,217,0.351701783,,,,,,,0.5,50,0.5,0.6,,nafion 1035,89,120,2,20,100,1,70,,,,,0,0,0.13,,0.21,136,136,0,0.9,0.685,0.575,0.45,0.34,0.225,0.12114,0.03562,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,68.5,115,135,136,112.5,72.684,24.934,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,136
Influence of the carbon texture of platinum carbon aerogel electrocatalysts on their behavior in a proton exchange membrane fuel cell cathode,Sandrine Berthon-Fabry,France,Centre Energe∩tique et Proce∩de∩s,2012,MEA-CA/05_200,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,70,6,,carbon aerogel,,649,none,1,0,0,25,,0,NaBH4,0,0,1,0,7,350,0.5,1,0,61.7,217,0.351701783,,,,,,,0.5,50,0.5,0.6,,nafion 1035,89,120,2,20,100,1,70,,,,,0,0,0.13,,1,504,504,0,0.92,0.81,0.77,0.73,0.695,0.66,0.62,0.59,0.555,0.52,0.485,0.455,0.42,0.38695,0.35741,0.33083,0.30679,0.28495,0.26501,0.24675,0.22995,0.21445,0.2001,0.18678,0.17438,0.16281,0.15198,0.14184,0.13231,0.12307,0.11436,81,154,219,278,330,372,413,444,468,485,500.5,504,503.035,500.374,496.245,490.864,484.415,477.018,468.825,459.9,450.345,440.22,429.594,418.512,407.025,395.148,382.968,370.468,356.903,343.08,504
Influence of the carbon texture of platinum carbon aerogel electrocatalysts on their behavior in a proton exchange membrane fuel cell cathode,Sandrine Berthon-Fabry,France,Centre Energe∩tique et Proce∩de∩s,2012,MEA-CA/05_200,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,70,6,,carbon aerogel,,649,none,1,0,0,25,,0,NaBH4,0,0,1,0,7,350,0.5,1,0,61.7,217,0.351701783,,,,,,,0.5,50,0.5,0.6,,nafion 1035,89,120,2,20,100,1,70,,,,,0,0,0.13,,0.21,287,287,0,0.9,0.77,0.7,0.64,0.585,0.525,0.475,0.41,0.355,0.3,0.24,0.18431,0.1361,0.09394,0.05677,0.02375,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,77,140,192,234,262.5,285,287,284,270,240,202.741,163.32,122.122,79.478,35.625,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,287
Influence of the carbon texture of platinum carbon aerogel electrocatalysts on their behavior in a proton exchange membrane fuel cell cathode,Sandrine Berthon-Fabry,France,Centre Energe∩tique et Proce∩de∩s,2012,MEA-CA/10_300,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,74,8,,carbon aerogel,,433,none,1,0,0,25,,0,NaBH4,0,0,1,0,7,350,0.5,1,0,55,225,0.409090909,,,,,,,0.5,50,0.5,0.6,,nafion 1035,89,120,2,20,100,1,70,,,,,0,0,0.13,,1,376,376,0,0.92,0.8,0.75,0.7,0.655,0.605,0.56,0.51,0.47,0.41,0.35,0.275,0.20598,0.14715,0.0964,0.05219,0.01331,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,80,150,210,262,302.5,336,357,376,369,350,302.5,247.176,191.295,134.96,78.285,21.296,17,18,19,20,21,22,23,24,25,26,27,28,29,30,376
Influence of the carbon texture of platinum carbon aerogel electrocatalysts on their behavior in a proton exchange membrane fuel cell cathode,Sandrine Berthon-Fabry,France,Centre Energe∩tique et Proce∩de∩s,2012,MEA-CA/10_300,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,74,8,,carbon aerogel,,433,none,1,0,0,25,,0,NaBH4,0,0,1,0,7,350,0.5,1,0,55,225,0.409090909,,,,,,,0.5,50,0.5,0.6,,nafion 1035,89,120,2,20,100,1,70,,,,,0,0,0.13,,0.21,190,190,0,0.9,0.7,0.65,0.56,0.47,0.38,0.28,0.18,0.08909,0.01333,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,70,130,168,188,190,168,126,71.272,11.997,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,190
Influence of the carbon texture of platinum carbon aerogel electrocatalysts on their behavior in a proton exchange membrane fuel cell cathode,Sandrine Berthon-Fabry,France,Centre Energe∩tique et Proce∩de∩s,2012,MEA-CA/05_300,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,70,6,,carbon aerogel,,480,none,1,0,0,25,,0,NaBH4,0,0,1,0,7,350,0.5,1,0,61.7,217,0.351701783,,,,,,,0.5,50,0.5,0.6,,nafion 1035,89,120,2,20,100,1,70,,,,,0,0,0.13,,1,270,270,0,0.94,0.8,0.75,0.69,0.615,0.54,0.45,0.375,0.305,0.255,0.195,0.13931,0.0911,0.04894,0.01177,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,80,150,207,246,270,270,262.5,244,229.5,195,153.241,109.32,63.622,16.478,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,270
Influence of the carbon texture of platinum carbon aerogel electrocatalysts on their behavior in a proton exchange membrane fuel cell cathode,Sandrine Berthon-Fabry,France,Centre Energe∩tique et Proce∩de∩s,2012,MEA-CA/05_300,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,70,6,,carbon aerogel,,480,none,1,0,0,25,,0,NaBH4,0,0,1,0,7,350,0.5,1,0,61.7,217,0.351701783,,,,,,,0.5,50,0.5,0.6,,nafion 1035,89,120,2,20,100,1,70,,,,,0,0,0.13,,0.21,160,160,0,0.9,0.75,0.65,0.525,0.4,0.2,0.02478,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,75,130,157.5,160,100,14.868,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,160
Influence of the carbon texture of platinum carbon aerogel electrocatalysts on their behavior in a proton exchange membrane fuel cell cathode,Sandrine Berthon-Fabry,France,Centre Energe∩tique et Proce∩de∩s,2012,MEA-TEC10E40E,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,70,10,,carbon aerogel,,543,none,1,0,0,25,,0,NaBH4,0,0,1,0,7,350,0.5,1,0,61.7,217,0.351701783,,,,,,,0.5,50,0.5,0.6,,nafion 1035,89,120,2,20,100,1,70,,,,,0,0,0.13,,1,728.31,728.31,0,1,0.855,0.81,0.775,0.74,0.703,0.675,0.645,0.61,0.575,0.545,0.505,0.48,0.45619,0.43455,0.41478,0.39667,0.38,0.36462,0.35037,0.33714,0.32483,0.31333,0.30258,0.2925,0.28303,0.27412,0.26571,0.25778,0.25007,0.24277,85.5,162,232.5,296,351.5,405,451.5,488,517.5,545,555.5,576,593.047,608.37,622.17,634.672,646,656.316,665.703,674.28,682.143,689.326,695.934,702,707.575,712.712,717.417,721.784,725.203,728.31,728.31
Influence of the carbon texture of platinum carbon aerogel electrocatalysts on their behavior in a proton exchange membrane fuel cell cathode,Sandrine Berthon-Fabry,France,Centre Energe∩tique et Proce∩de∩s,2012,MEA-TEC10E40E,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,70,10,,carbon aerogel,,543,none,1,0,0,25,,0,NaBH4,0,0,1,0,7,350,0.5,1,0,61.7,217,0.351701783,,,,,,,0.5,50,0.5,0.6,,nafion 1035,89,120,2,20,100,1,70,,,,,0,0,0.13,,0.21,308,308,0,0.9,0.79,0.73,0.675,0.62,0.57,0.5,0.44,0.38,0.315,0.25,0.18985,0.13805,0.09298,0.0534,0.01837,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,79,146,202.5,248,285,300,308,304,283.5,250,208.835,165.66,120.874,74.76,27.555,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,308
Investigation of cathode electrocatalysts composed of electrospun Pt nanowires and Pt C for proton exchange membrane fuel cells,Min-Hsing Chang,taiwan,Tatung University,2014,"ㄗ0.1,0.4ㄘ",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,3,,XC-72R,30,230,nanoparticle/nanowire,0,1,0,25,0,0,none,0,1,0,0,7,450,1,0,1,56.4,217,0.384751773,,,,,,,0.25,4,0.18,0.5,20,nafion 115,75,135,1.5,15,100,1,70,300,300,2,2,300,300,0,,0.21,160,160,0,0.9,0.65,0.538,0.46,0.39,0.32,0.2554,0.20007,0.15213,0.11021,0.07323,0.04037,0.01098,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,65,107.6,138,156,160,153.24,140.049,121.704,99.189,73.23,44.407,13.176,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,160
Investigation of cathode electrocatalysts composed of electrospun Pt nanowires and Pt C for proton exchange membrane fuel cells,Min-Hsing Chang,taiwan,Tatung University,2014,"ㄗ0.1,0.4ㄘ",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,3,,XC-72R,30,230,nanoparticle/nanowire,0,1,0,25,0,0,none,0,1,0,0,7,450,1,0,1,56.4,217,0.384751773,,,,,,,0.333,4,0.18,0.5,20,nafion 115,75,135,1.5,15,100,1,70,300,300,2,2,300,300,0,,0.21,294,294,0,0.99,0.76,0.68,0.62,0.57,0.525,0.475,0.42,0.28,0.15481,0.05358,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,76,136,186,228,262.5,285,294,224,139.329,53.58,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,294
Investigation of cathode electrocatalysts composed of electrospun Pt nanowires and Pt C for proton exchange membrane fuel cells,Min-Hsing Chang,taiwan,Tatung University,2014,"ㄗ0.1,0.4ㄘ",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,3,,XC-72R,30,230,nanoparticle/nanowire,0,1,0,25,0,0,none,0,1,0,0,7,450,1,0,1,56.4,217,0.384751773,,,,,,,0.428,4,0.18,0.5,20,nafion 115,75,135,1.5,15,100,1,70,300,300,2,2,300,300,0,,0.21,315,315,0,0.98,0.77,0.71,0.66,0.598,0.55,0.5,0.45,0.38,0.3154,0.26007,0.21213,0.17021,0.13323,0.10037,0.07098,0.04454,0.02061,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,77,142,198,239.2,275,300,315,304,283.86,260.07,233.343,204.252,173.199,140.518,106.47,71.264,35.037,18,19,20,21,22,23,24,25,26,27,28,29,30,315
Investigation of cathode electrocatalysts composed of electrospun Pt nanowires and Pt C for proton exchange membrane fuel cells,Min-Hsing Chang,taiwan,Tatung University,2014,"ㄗ0.1,0.4ㄘ",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,3,,XC-72R,30,230,nanoparticle/nanowire,0,1,0,25,0,0,none,0,1,0,0,7,450,1,0,1,56.4,217,0.384751773,,,,,,,0.538,4,0.18,0.5,20,nafion 115,75,135,1.5,15,100,1,70,300,300,2,2,300,300,0,,0.21,252,252,0,0.98,0.74,0.65,0.58,0.53,0.47,0.42,0.35,0.2854,0.23007,0.18213,0.14021,0.10323,0.07037,0.04098,0.01454,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,74,130,174,212,235,252,245,228.32,207.063,182.13,154.231,123.876,91.481,57.372,21.81,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,252
Investigation of cathode electrocatalysts composed of electrospun Pt nanowires and Pt C for proton exchange membrane fuel cells,Min-Hsing Chang,taiwan,Tatung University,2014,"ㄗ0.1,0.4ㄘ",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,3,,XC-72R,30,230,nanoparticle/nanowire,0,1,0,25,0,0,none,0,1,0,0,7,450,1,0,1,56.4,217,0.384751773,,,,,,,0.667,4,0.18,0.5,20,nafion 115,75,135,1.5,15,100,1,70,300,300,2,2,300,300,0,,0.21,210,210,0,0.8,0.74,0.64,0.565,0.49,0.42,0.32,0.22909,0.15333,0.08923,0.03429,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,74,128,169.5,196,210,192,160.363,122.664,80.307,34.29,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,210
Investigation of cathode electrocatalysts composed of electrospun Pt nanowires and Pt C for proton exchange membrane fuel cells,Min-Hsing Chang,taiwan,Tatung University,2014,"ㄗ0.2,0.3ㄘ",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,3,,XC-72R,30,230,nanoparticle/nanowire,0,1,0,25,0,0,none,0,1,0,0,7,450,1,0,1,50.5,180,0.356435644,,,,,,,0.333,4,0.26,0.5,20,nafion 115,75,135,1.5,15,100,1,70,300,300,2,2,300,300,0,,0.21,270,270,0,0.98,0.75,0.67,0.61,0.56,0.51,0.45,0.36,0.2778,0.20871,0.14982,0.09903,0.05478,0.01588,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,75,134,183,224,255,270,252,222.24,187.839,149.82,108.933,65.736,20.644,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,270
Ordered Hierarchical Nanostructured Carbon as a Highly Efficient Cathode Catalyst Support in Proton Exchange Membrane Fuel Cell,Jong-Sung Yu,Korea,Korea University,2008,Pt(20%)/OHNC,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,80,2.6,,home-made carbon,,962,none,1,0,0,198,1.667,1,ethylene glycol,1,0,0,0,9,25,0,0,0,68,226,0.332352941,,,,,,,0.333,6.25,0.4,0.2,20,nafion 112,50,,,,100,1,60,,,,,0,0,0,,1,388,388,0,0.9,0.815,0.765,0.7,0.65,0.6,0.57,0.52,0.485,0.43,0.38,0.32,0.25,0.17,0.09657,0.03428,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,81.5,153,210,260,300,342,364,388,387,380,352,300,221,135.198,51.42,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,388
Ordered Hierarchical Nanostructured Carbon as a Highly Efficient Cathode Catalyst Support in Proton Exchange Membrane Fuel Cell,Jong-Sung Yu,Korea,Korea University,2008,Pt(40%)/OHNC,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,60,3,,home-made carbon,,962,none,1,0,0,198,1.667,1,ethylene glycol,1,0,0,0,9,25,0,0,0,68,217,0.319117647,,,,,,,0.333,6.25,0.4,0.2,20,nafion 112,50,,,,100,1,60,,,,,0,0,0,,1,450,450,0,0.95,0.79,0.735,0.7,0.66,0.625,0.598,0.56,0.525,0.49,0.45,0.402,0.365,0.303,0.24,0.17,0.1054,0.05007,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,79,147,210,264,312.5,358.8,392,420,441,450,442.2,438,393.9,336,255,168.64,85.119,18,19,20,21,22,23,24,25,26,27,28,29,30,450
Ordered Hierarchical Nanostructured Carbon as a Highly Efficient Cathode Catalyst Support in Proton Exchange Membrane Fuel Cell,Jong-Sung Yu,Korea,Korea University,2008,Pt(60%)/OHNC,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,40,3.3,,home-made carbon,,962,none,1,0,0,198,1.667,1,ethylene glycol,1,0,0,0,9,25,0,0,0,68,180,0.264705882,,,,,,,0.333,6.25,0.4,0.2,20,nafion 112,50,,,,100,1,60,,,,,0,0,0,,1,400,400,0,0.88,0.785,0.73,0.695,0.65,0.605,0.575,0.53,0.49,0.44,0.4,0.36,0.315,0.255,0.15,0.05476,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,78.5,146,208.5,260,302.5,345,371,392,396,400,396,378,331.5,210,82.14,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,400
Platinum-decorated chemically modified reduced graphene oxide每multiwalled carbon nanotube sandwich composite as cathode catalyst for a proton exchange membrane fuel cell,S. Ramaprabhu,India,Indian Institute of Technology Madras,2014,Pt/GCS,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,70,3.25,,graphene,60,600,none,1,0,0,130,360,0,ethylene glycol,1,0,0,0,11,25,0,0,0,50.7,217,0.42800789,,,,,,,,11.56,0.5,0.25,20,nafion 212,50,130,4,8.65,90,1,40,,,,,0,0,0,,1,315,315,0,0.76,0.7,0.65,0.6,0.56,0.51,0.475,0.425,0.39,0.35,0.31,0.275,0.235,0.2,0.16,0.13,0.10156,0.07592,0.0527,0.03157,0.01225,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,70,130,180,224,255,285,297.5,312,315,310,302.5,282,260,224,195,162.496,129.064,94.86,59.983,24.5,21,22,23,24,25,26,27,28,29,30,315
Platinum-decorated chemically modified reduced graphene oxide每multiwalled carbon nanotube sandwich composite as cathode catalyst for a proton exchange membrane fuel cell,S. Ramaprabhu,India,Indian Institute of Technology Madras,2014,Pt/GCS,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,70,3.25,,graphene,60,600,none,1,0,0,130,360,0,ethylene glycol,1,0,0,0,11,25,0,0,0,50.7,217,0.42800789,,,,,,,,11.56,0.5,0.25,20,nafion 212,50,130,4,8.65,90,1,50,,,,,0,0,0,,1,355.5,355.5,0,0.775,0.725,0.68,0.635,0.6,0.555,0.515,0.475,0.435,0.395,0.355,0.32,0.28,0.24,0.2,0.16,0.12238,0.08898,0.05914,0.0323,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,72.5,136,190.5,240,277.5,309,332.5,348,355.5,355,352,336,312,280,240,195.808,151.266,106.452,61.37,20,21,22,23,24,25,26,27,28,29,30,355.5
Platinum-decorated chemically modified reduced graphene oxide每multiwalled carbon nanotube sandwich composite as cathode catalyst for a proton exchange membrane fuel cell,S. Ramaprabhu,India,Indian Institute of Technology Madras,2014,Pt/GCS,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,70,3.25,,graphene,60,600,none,1,0,0,130,360,0,ethylene glycol,1,0,0,0,11,25,0,0,0,50.7,217,0.42800789,,,,,,,,11.56,0.5,0.25,20,nafion 212,50,130,4,8.65,90,1,60,,,,,0,0,0,,1,385,385,0,0.785,0.735,0.69,0.65,0.605,0.575,0.535,0.496,0.455,0.42,0.38,0.35,0.305,0.27,0.225,0.19,0.155,0.12195,0.09241,0.06583,0.04179,0.01995,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,73.5,138,195,242,287.5,321,347.2,364,378,380,385,366,351,315,285,248,207.315,166.338,125.077,83.58,41.895,22,23,24,25,26,27,28,29,30,385
Platinum-decorated chemically modified reduced graphene oxide每multiwalled carbon nanotube sandwich composite as cathode catalyst for a proton exchange membrane fuel cell,S. Ramaprabhu,India,Indian Institute of Technology Madras,2014,Pt/GCS,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,70,3.25,,graphene,60,600,none,1,0,0,130,360,0,ethylene glycol,1,0,0,0,11,25,0,0,0,50.7,217,0.42800789,,,,,,,,11.56,0.5,0.25,20,nafion 212,50,130,4,8.65,90,1,60,,,,,0,0,0.1,,1,492,492,0,0.825,0.78,0.745,0.705,0.675,0.64,0.6,0.575,0.545,0.51,0.48,0.44,0.41,0.375,0.35,0.31,0.28,0.25,0.215,0.185,0.15656,0.13092,0.1077,0.08657,0.06725,0.04952,0.0332,0.01812,0.01,0.01,0.01,78,149,211.5,270,320,360,402.5,436,459,480,484,492,487.5,490,465,448,425,387,351.5,313.12,274.932,236.94,199.111,161.4,123.8,86.32,48.924,28,29,30,492
Preparation and characterisation of carbon-supported palladium nanoparticles for oxygen reduction in low temperature PEM fuel cells,M.Mamlouk,UK,Newcastle University,2011,Pt-etek,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.8,0,0,0,0,0,0,0,0,0,80.2,3.4,,XC-72R,30,230,none,1,0,0,198,1.6,1,ethylene glycol,1,0,0,0,10,25,0,0,0,55.3,225,0.406871609,,,,,,,,1,0.6,0.2,20,nafion 112,50,,,,100,1,20,,,,,0,0,0,,1,705,705,0,0.98,0.865,0.803,0.775,0.75,0.71,0.695,0.67,0.645,0.61,0.598,0.57,0.545,0.51,0.497,0.47,0.435,0.405,0.38,0.35,0.31,0.285,0.255,0.21,0.175,0.125,0.075,0.0283,0.01,0.01,0.01,86.5,160.6,232.5,300,355,417,469,516,549,598,627,654,663,695.8,705,696,688.5,684,665,620,598.5,561,483,420,312.5,195,76.41,28,29,30,705
Preparation and characterisation of carbon-supported palladium nanoparticles for oxygen reduction in low temperature PEM fuel cells,M.Mamlouk,UK,Newcastle University,2011,Pt-etek,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.8,0,0,0,0,0,0,0,0,0,80.2,3.4,,XC-72R,30,230,none,1,0,0,198,1.6,1,ethylene glycol,1,0,0,0,10,25,0,0,0,55.3,225,0.406871609,,,,,,,,1,0.6,0.2,20,nafion 112,50,,,,100,1,20,,,,,0,0,0,,0.21,252,252,0,0.975,0.76,0.66,0.598,0.53,0.48,0.41,0.36,0.3,0.22,0.14,0.06,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,76,132,179.4,212,240,246,252,240,198,140,66,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,252
