Title,Corresponding author,country,institute,Year,Sample Name,Pt at% in metal element,Pd at% in metal element,Au at% in metal element,Ir at% in metal element,Ru at% in metal element,Ni at% in metal element,Co at% in metal element,Fe at% in metal element,Mn at% in metal element,Zn at% in metal element,Cu at% in metal element,Ti at% in metal element,Cr at% in metal element,Mo at% in metal element,Ag at% in metal element,V at% in metal element,Sc at% in metal element,W at% in metal element,Os at% in metal element,Ga at% in metal element,total metal mass ratio wt%,N at%,Sn at%,S at%,O at%,Ti at%,Ta at%,Nb at%,Si at%,W at%,C wt%,Particle diameter ㄗnmㄘ,Particle variance,carbon substrate type,carbon particle diameter(nm),support BET surface area(m2/g),special sturcture,particle,nanowire,core-shell,Reduction Temperature,Reduction Time/min,mircrowave(0/1),Reducing agent( chemical name in english),polyhydric alcohols,heat reduction,inorganic reducing agent,organic reducing agent,pH,Annealing Temperature,Annealing Time/h,Atomosphere h2,Atomosphere inert,ECSA m2/g,Mass Activity mA mg-1,Specific Activity mA cm-2,Half wave potential ㄗV vsRHEㄘ,Onset Potential ㄗV vsRHEㄘ,ADT cycles,Reduce in half wave potential  mV,Reduce in MA/ mA mg-1,Reduce in SA/mA cm-2,I/C Ratio(ionomer/catalyst),Area cm2,Cathodic Loading Amount mgPt cm-2,Anodic Platinum Loading Amount mgPt cm-2,Anodic catalyst type x wt% Pt/C,Membrane,membrane thickness,Hot Press Temperature,Hot Press Time min,Hot Press Pressure Mpa,Humidity %,GDE for 1,celltemp,Flowing rate of H2 ml min-1,flowing rate of cathode gas(O2/air),stoichiometry/anode,stoichiometry/cathode,stoich to flow anode,stoich to flow cathode,Back Pressure Mpa,"Current decay at 0.6V(ma,cm2)",Cathode gas oxygen ratio,Maximum Power Density mW cm-2,MPD caculated,qualified,Open Circuit Voltage V,Voltage 100mA cm0,Voltage 200mA cm0,Voltage 300mA cm0,Voltage 400mA cm0,Voltage 500mA cm0,Voltage 600mA cm0,Voltage 700mA cm0,Voltage 800mA cm0,Voltage 900mA cm0,Voltage 1000mA cm0,Voltage 1100mA cm0,Voltage 1200mA cm0,Voltage 1300mA cm0,Voltage 1400mA cm0,Voltage 1500mA cm0,Voltage 1600mA cm0,Voltage 1700mA cm0,Voltage 1800mA cm0,Voltage 1900mA cm0,Voltage 2000mA cm0,Voltage 2100mA cm0,Voltage 2200mA cm0,Voltage 2300mA cm0,Voltage 2400mA cm0,Voltage 2500mA cm0,Voltage 2600mA cm0,Voltage 2700mA cm0,Voltage 2800mA cm0,Voltage 2900mA cm0,Voltage 3000mA cm0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pt use,,Rand,Rand num,Year for plot
Effect of the deposition time on the electrocatalytic activity of Pt/C catalyst electrodes prepared by pulsed electrophoresis deposition method,Yeon-Tae Yu,Korea,National University,2013,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.703470032,0,0,0,0,0,0,0,0,0,98.29652997,3.1,,XC-72R,30,230,none,1,0,0,25,5,0,electro deposition,0,0,0,0,5,25,0,0,0,28.5,225,0.789473684,,,,,,,0.068559411,5,0.081,0.3,40,nafion 115,125,130,0.5,6,100,1,70,150,225,1,1.5,150,225,0,,1,315,315,0,0.988,0.77,0.75,0.71,0.66,0.6,0.525,0.425,0.32,0.22476,0.14572,0.07907,0.0221,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,77,150,213,264,300,315,297.5,256,202.284,145.72,86.977,26.52,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,315,0.257142857,213,0.499424303,-0.000144306,2012.999856
Effect of supports on activity and stability of Pt每Pd catalysts for oxygen reduction reaction in proton exchange membrane fuel cells,Mali Hunsom,Thailand,Chulalongkorn Univerity,2013,Pt-Pd/TiO2,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,60,9.38,,oxide,,36,none,1,0,0,70,60,0,NaBH4,0,0,1,0,7,70,30,1,0,61.7,217,0.351701783,,,,,,,0.528,5,0.06,,,nafion 117,175,137,2.5,6.5,100,1,60,,,,,0,0,0,,1,180,180,0,1,0.72,0.62,0.55,0.45,0.36,0.26,0.13,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,72,124,165,180,180,156,91,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,180,0.333333333,214,0.993951138,0.250928092,2013.250928
Effect of supports on activity and stability of Pt每Pd catalysts for oxygen reduction reaction in proton exchange membrane fuel cells,Mali Hunsom,Thailand,Chulalongkorn Univerity,2013,Pt/C,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,60,7.75,,XC-72R,30,217,none,1,0,0,70,60,0,NaBH4,0,0,1,0,7,70,30,1,0,61.7,217,0.351701783,,,,,,,0.528,5,0.06,,,nafion 117,175,137,2.5,6.5,100,1,60,,,,,0,0,0,,1,270,270,0,1,0.8,0.73,0.65,0.6,0.53,0.45,0.36,0.27,0.18,0.08,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,80,146,195,240,265,270,252,216,162,80,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,270,0.222222222,215,0.088741948,-0.13485427,2012.865146
Effect of supports on activity and stability of Pt每Pd catalysts for oxygen reduction reaction in proton exchange membrane fuel cells,Mali Hunsom,Thailand,Chulalongkorn Univerity,2013,Pt-Pd/MWCNT,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,60,9.34,,CNTs,,117,none,1,0,0,70,60,0,NaBH4,0,0,1,0,7,70,30,1,0,61.7,217,0.351701783,,,,,,,0.528,5,0.06,,,nafion 117,175,137,2.5,6.5,100,1,60,,,,,0,0,0,,1,300,300,0,1,0.81,0.75,0.69,0.62,0.55,0.5,0.42,0.33,0.24,0.13,0.03044,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,81,150,207,248,275,300,294,264,216,130,33.484,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,300,0.2,216,0.394884954,-0.026660941,2012.973339
Effect of supports on activity and stability of Pt每Pd catalysts for oxygen reduction reaction in proton exchange membrane fuel cells,Mali Hunsom,Thailand,Chulalongkorn Univerity,2013,Pt-Pd/HB,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,60,9.25,,Hicon Black,,87,none,1,0,0,70,60,0,NaBH4,0,0,1,0,7,70,30,1,0,61.7,217,0.351701783,,,,,,,0.528,5,0.06,,,nafion 117,175,137,2.5,6.5,100,1,60,,,,,0,0,0,,1,315,315,0,1,0.8,0.74,0.7,0.65,0.58,0.52,0.45,0.38,0.25,0.18,0.1154,0.06007,0.01213,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,80,148,210,260,290,312,315,304,225,180,126.94,72.084,15.769,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,315,0.19047619,217,0.135574004,-0.110042267,2012.889958
Effect of supports on activity and stability of Pt每Pd catalysts for oxygen reduction reaction in proton exchange membrane fuel cells,Mali Hunsom,Thailand,Chulalongkorn Univerity,2013,Pt-Pd/C,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,60,6.78,,XC-72R,30,217,none,1,0,0,70,60,0,NaBH4,0,0,1,0,7,70,30,1,0,61.7,217,0.351701783,,,,,,,0.528,5,0.06,,,nafion 117,175,137,2.5,6.5,100,1,60,,,,,0,0,0,,1,324,324,0,1,0.81,0.73,0.69,0.65,0.58,0.54,0.46,0.4,0.31,0.22,0.11,0.01044,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,81,146,207,260,290,324,322,320,279,220,121,12.528,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,324,0.185185185,218,0.336160563,-0.042296455,2012.957704
PtFeNi tri-metallic alloy nanoparticles aselectrocatalyst for oxygen reduction reaction in proton exchange membrane fuel cells with ultra-low Pt loading,Siew Hwa Chan,Singapore,Nanyang Technological University,2013,Pt76Fe19.5Ni4.5,76,0,0,0,0,4.5,0,19.5,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,40,4.4,,XC-72R,30,230,none,1,0,0,25,0,0,none,0,1,0,0,7,300,0.5,0,0,33.5,180,0.537313433,,,,,,,0.33,4,0.05,0.4,20,nafion 212,50,140,2,4,100,1,22,,,,,,,0,,1,533,668.49,0,0.95,0.79,0.76,0.73,0.72,0.68,0.65,0.61,0.57,0.54,0.51,0.48156,0.45592,0.4327,0.41157,0.39225,0.37452,0.3582,0.34312,0.32915,0.31617,0.30407,0.29277,0.2822,0.27228,0.26296,0.25419,0.24567,0.23763,0.23003,0.22283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09380863,219,0.145377882,-0.105646513,2012.894353
Impact of Platinum Loading and Catalyst Layer Structure on PEMFC Performance,Wenbin Gu,united States,General Motors Electrochemical Energy Research Laboratory,2013,0.05Pt-O2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,50,4.4,,XC-72R,30,230,none,1,0,0,198,1.6,1,ethylene glycol,1,0,0,0,10,25,0,0,0,88,180,0.204545455,,,,,,,0.95,5,0.05,0.05,20,Gore membrane,18,146,4,3.6,100,0,80,,,,,0,0,0,,1,1657.92,1657.92,1,0.882,0.81,0.782,0.763,0.751,0.738,0.729,0.718,0.707,0.699,0.69,0.682,0.674,0.666,0.659,0.653,0.645,0.638,0.631,0.623,0.615,0.60722,0.59986,0.59288,0.58625,0.57996,0.57396,0.56826,0.56281,0.55761,0.55264,81,156.4,228.9,300.4,369,437.4,502.6,565.6,629.1,690,750.2,808.8,865.8,922.6,979.5,1032,1084.6,1135.8,1183.7,1230,1275.162,1319.692,1363.624,1407,1449.9,1492.296,1534.302,1575.868,1617.069,1657.92,1657.92,0.030158271,220,0.620950223,0.030797737,2013.030798
Impact of Platinum Loading and Catalyst Layer Structure on PEMFC Performance,Wenbin Gu,united States,General Motors Electrochemical Energy Research Laboratory,2013,0.025Pt-O2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,50,4.4,,XC-72R,30,230,none,1,0,0,198,1.6,1,ethylene glycol,1,0,0,0,10,25,0,0,0,88,180,0.204545455,,,,,,,0.95,5,0.025,0.05,20,Gore membrane,18,146,4,3.6,100,0,80,,,,,0,0,0,,1,1502.31,1502.31,1,0.887,0.785,0.754,0.737,0.718,0.706,0.693,0.684,0.672,0.662,0.651,0.643,0.635,0.624,0.618,0.61,0.602,0.596,0.587,0.579,0.57,0.56126,0.55302,0.54523,0.53786,0.53087,0.52424,0.51793,0.51194,0.50622,0.50077,78.5,150.8,221.1,287.2,353,415.8,478.8,537.6,595.8,651,707.3,762,811.2,865.2,915,963.2,1013.2,1056.6,1100.1,1140,1178.646,1216.644,1254.029,1290.864,1327.175,1363.024,1398.411,1433.432,1468.038,1502.31,1502.31,0.016641039,221,0.559261656,0.014909751,2013.01491
Platinum-decorated chemically modified reduced graphene oxide每multiwalled carbon nanotube sandwich composite as cathode catalyst for a proton exchange membrane fuel cell,S. Ramaprabhu,India,Indian Institute of Technology Madras,2014,Pt/GCS,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,70,3.25,,graphene,60,600,none,1,0,0,130,360,0,ethylene glycol,1,0,0,0,11,25,0,0,0,50.7,217,0.42800789,,,,,,,,11.56,0.5,0.25,20,nafion 212,50,130,4,8.65,90,1,40,,,,,0,0,0,,1,315,315,0,0.76,0.7,0.65,0.6,0.56,0.51,0.475,0.425,0.39,0.35,0.31,0.275,0.235,0.2,0.16,0.13,0.10156,0.07592,0.0527,0.03157,0.01225,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,70,130,180,224,255,285,297.5,312,315,310,302.5,282,260,224,195,162.496,129.064,94.86,59.983,24.5,21,22,23,24,25,26,27,28,29,30,315,1.587301587,222,0.446890284,-0.0133522,2013.986648
Platinum-decorated chemically modified reduced graphene oxide每multiwalled carbon notube sandwich composite as cathode catalyst for a proton exchange membrane fuel cell,S. Ramaprabhu,India,Indian Institute of Technology Madras,2014,Pt/GCS,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,70,3.5,,graphene/CNT hybrid,,,none,1,0,0,130,360,0,ethylene glycol,1,0,0,0,11,25,0,0,0,50.7,217,0.42800789,,,,,,,,11.56,0.5,0.25,30,nafion 212,50,130,4,8.48,90,1,40,100,100,,,,,0,,1,315,310.5,0,0.76,0.7,0.65,0.6,0.555,0.505,0.47,0.43,0.385,0.345,0.3,0.265,0.233,0.2,0.16,0.135,0.11119,0.08955,0.06978,0.05167,0.035,0.01962,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.587301587,223,0.693989373,0.050719037,2014.050719
Impact of alloying and lattice strain on ORR activity of Pt and Pd based ternary alloys with Fe and Co for proton exchange membrane fuel cell applications,Louis Cindrella,India,National Institute of Technology,2014,PdFeCo/C,69,0,0,0,0,0,20,11,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,80,5,,XC-72R,30,230,none,1,0,0,200,720,0,"1,2-propylene glycol",1,0,0,0,7,25,0,0,0,49,5.6189,0.011467143,,,,,,,0.333,5,0.5,0.25,20,nafion 212,50,,,,100,1,60,,,,,0,0,0,,1,336,336,0,0.71,0.715,0.53,0.475,0.45,0.435,0.41,0.39,0.37,0.35,0.325,0.3,0.28,0.255,0.24,0.215,0.19,0.155,0.12,0.09,0.045,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,71.5,106,142.5,180,217.5,246,273,296,315,325,330,336,331.5,336,322.5,304,263.5,216,171,90,21,22,23,24,25,26,27,28,29,30,336,1.488095238,224,0.248678587,-0.067865391,2013.932135
Platinum-decorated chemically modified reduced graphene oxide每multiwalled carbon notube sandwich composite as cathode catalyst for a proton exchange membrane fuel cell,S. Ramaprabhu,India,Indian Institute of Technology Madras,2014,Pt/GCS,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,70,3.5,,graphene/CNT hybrid,,,none,1,0,0,130,360,0,ethylene glycol,1,0,0,0,11,25,0,0,0,50.7,217,0.42800789,,,,,,,,11.56,0.5,0.25,30,nafion 212,50,130,4,8.48,90,1,50,100,100,,,,,0,,1,355,355.5,0,,0.73,0.68,0.64,0.595,0.555,0.51,0.475,0.43,0.395,0.35,0.31,0.275,0.24,0.2,0.16,0.12238,0.08898,0.05914,0.0323,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.408450704,225,0.689322192,0.049393,2014.049393
Platinum-decorated chemically modified reduced graphene oxide每multiwalled carbon nanotube sandwich composite as cathode catalyst for a proton exchange membrane fuel cell,S. Ramaprabhu,India,Indian Institute of Technology Madras,2014,Pt/GCS,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,70,3.25,,graphene,60,600,none,1,0,0,130,360,0,ethylene glycol,1,0,0,0,11,25,0,0,0,50.7,217,0.42800789,,,,,,,,11.56,0.5,0.25,20,nafion 212,50,130,4,8.65,90,1,50,,,,,0,0,0,,1,355.5,355.5,0,0.775,0.725,0.68,0.635,0.6,0.555,0.515,0.475,0.435,0.395,0.355,0.32,0.28,0.24,0.2,0.16,0.12238,0.08898,0.05914,0.0323,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,72.5,136,190.5,240,277.5,309,332.5,348,355.5,355,352,336,312,280,240,195.808,151.266,106.452,61.37,20,21,22,23,24,25,26,27,28,29,30,355.5,1.406469761,226,0.09531957,-0.130869071,2013.869131
Platinum-decorated chemically modified reduced graphene oxide每multiwalled carbon notube sandwich composite as cathode catalyst for a proton exchange membrane fuel cell,S. Ramaprabhu,India,Indian Institute of Technology Madras,2014,Pt/GCS,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,70,3.5,,graphene/CNT hybrid,,,none,1,0,0,130,360,0,ethylene glycol,1,0,0,0,11,25,0,0,0,50.7,217,0.42800789,,,,,,,,11.56,0.5,0.25,30,nafion 212,50,130,4,8.48,90,1,60,100,100,,,,,0,,1,382,380,0,0.785,0.73,0.69,0.65,0.6,0.565,0.53,0.5,0.455,0.42,0.38,0.345,0.3,0.265,0.23,0.19,0.15,0.11238,0.07898,0.04914,0.0223,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.308900524,227,0.347245389,-0.039276809,2013.960723
Impact of alloying and lattice strain on ORR activity of Pt and Pd based ternary alloys with Fe and Co for proton exchange membrane fuel cell applications,Louis Cindrella,India,National Institute of Technology,2014,PdFeCo/C,69,0,0,0,0,0,20,11,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,80,5,,XC-72R,30,230,none,1,0,0,200,720,0,"1,2-propylene glycol",1,0,0,0,7,25,0,0,0,49,5.6189,0.011467143,,,,,,,0.333,5,0.5,0.25,20,nafion 212,50,,,,100,1,70,,,,,0,0,0,,1,384,384,0,0.69,0.66,0.56,0.53,0.51,0.49,0.455,0.425,0.4,0.38,0.36,0.33,0.32,0.29,0.27,0.245,0.225,0.198,0.175,0.148,0.105,0.052,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,66,112,159,204,245,273,297.5,320,342,360,363,384,377,378,367.5,360,336.6,315,281.2,210,109.2,22,23,24,25,26,27,28,29,30,384,1.302083333,228,0.298368029,-0.052910003,2013.94709
Platinum-decorated chemically modified reduced graphene oxide每multiwalled carbon nanotube sandwich composite as cathode catalyst for a proton exchange membrane fuel cell,S. Ramaprabhu,India,Indian Institute of Technology Madras,2014,Pt/GCS,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,70,3.25,,graphene,60,600,none,1,0,0,130,360,0,ethylene glycol,1,0,0,0,11,25,0,0,0,50.7,217,0.42800789,,,,,,,,11.56,0.5,0.25,20,nafion 212,50,130,4,8.65,90,1,60,,,,,0,0,0,,1,385,385,0,0.785,0.735,0.69,0.65,0.605,0.575,0.535,0.496,0.455,0.42,0.38,0.35,0.305,0.27,0.225,0.19,0.155,0.12195,0.09241,0.06583,0.04179,0.01995,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,73.5,138,195,242,287.5,321,347.2,364,378,380,385,366,351,315,285,248,207.315,166.338,125.077,83.58,41.895,22,23,24,25,26,27,28,29,30,385,1.298701299,229,0.611660776,0.028365022,2014.028365
Impact of alloying and lattice strain on ORR activity of Pt and Pd based ternary alloys with Fe and Co for proton exchange membrane fuel cell applications,Louis Cindrella,India,National Institute of Technology,2014,Pd/C,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,80,6.1,,XC-72R,30,230,none,1,0,0,200,720,0,"1,2-propylene glycol",1,0,0,0,7,25,0,0,0,38,23.529,0.061918421,,,,,,,0.333,5,0.5,0.25,20,nafion 212,50,,,,100,1,80,,,,,0,0,0,,1,430.5,430.5,0,0.7,0.61,0.565,0.54,0.52,0.49,0.462,0.435,0.41,0.39,0.37,0.355,0.338,0.315,0.305,0.287,0.265,0.24,0.218,0.2,0.175,0.15,0.125,0.095,0.045,0.01,0.01,0.01,0.01,0.01,0.01,61,113,162,208,245,277.2,304.5,328,351,370,390.5,405.6,409.5,427,430.5,424,408,392.4,380,350,315,275,218.5,108,25,26,27,28,29,30,430.5,1.161440186,230,0.028559688,-0.190239621,2013.80976
The effect of carbon supports on the performance of platinum carbon nanotubes for proton exchange membrane fuel cells,Yu-Chun Chiang,taiwan,Yuan Ze University,2014,Pt/cCN,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.27,1.8,0,0,0,0,0,0,0,0,76,2.91,1.18,CNTs,40,120,none,1,0,0,60,60,0,sodium formate,0,0,1,0,7,800,2,0,1,40.4,225,0.556930693,,,,,,,0.333,5,0.5,1,20,nafion 212,50,,,,100,0,80,,,,,0,0,0,,1,435.5,435.5,0,0.95,0.755,0.69,0.64,0.61,0.565,0.535,0.515,0.47,0.42,0.4,0.375,0.36,0.335,0.3,0.26695,0.23741,0.21083,0.18679,0.16495,0.14501,0.12675,0.10995,0.09445,0.0801,0.06678,0.05438,0.04281,0.03198,0.02184,0.01231,75.5,138,192,244,282.5,321,360.5,376,378,400,412.5,432,435.5,420,400.425,379.856,358.411,336.222,313.405,290.02,266.175,241.89,217.235,192.24,166.95,141.388,115.587,89.544,63.336,36.93,435.5,1.148105626,231,0.56238955,0.015703039,2014.015703
Impact of alloying and lattice strain on ORR activity of Pt and Pd based ternary alloys with Fe and Co for proton exchange membrane fuel cell applications,Louis Cindrella,India,National Institute of Technology,2014,PdFeCo/C,69,0,0,0,0,0,20,11,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,80,5,,XC-72R,30,230,none,1,0,0,200,720,0,"1,2-propylene glycol",1,0,0,0,7,25,0,0,0,49,5.6189,0.011467143,,,,,,,0.333,5,0.5,0.25,20,nafion 212,50,,,,100,1,80,,,,,0,0,0,,1,436.8,436.8,0,0.7,0.6,0.575,0.545,0.52,0.5,0.475,0.45,0.42,0.4,0.38,0.365,0.335,0.32,0.305,0.29,0.273,0.25,0.23,0.21,0.18,0.165,0.14,0.11,0.065,0.01,0.01,0.01,0.01,0.01,0.01,60,115,163.5,208,250,285,315,336,360,380,401.5,402,416,427,435,436.8,425,414,399,360,346.5,308,253,156,25,26,27,28,29,30,436.8,1.144688645,232,0.684539693,0.048043148,2014.048043
Impact of alloying and lattice strain on ORR activity of Pt and Pd based ternary alloys with Fe and Co for proton exchange membrane fuel cell applications,Louis Cindrella,India,National Institute of Technology,2014,PdFeCo/C,69,0,0,0,0,0,20,11,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,80,5,,XC-72R,30,230,none,1,0,0,200,720,0,"1,2-propylene glycol",1,0,0,0,7,25,0,0,0,49,5.6189,0.011467143,,,,,,,0.333,5,0.5,0.25,20,nafion 212,50,,,,100,1,80,,,,,0,0,0,,1,445.5,445.5,0,0.7,0.61,0.565,0.54,0.52,0.5,0.472,0.445,0.42,0.4,0.38,0.365,0.348,0.325,0.315,0.297,0.275,0.25,0.228,0.21,0.185,0.16,0.135,0.105,0.055,0.01,0.01,0.01,0.01,0.01,0.01,61,113,162,208,250,283.2,311.5,336,360,380,401.5,417.6,422.5,441,445.5,440,425,410.4,399,370,336,297,241.5,132,25,26,27,28,29,30,445.5,1.122334456,233,0.685236126,0.048239165,2014.048239
Platinum-decorated chemically modified reduced graphene oxide每multiwalled carbon nanotube sandwich composite as cathode catalyst for a proton exchange membrane fuel cell,S. Ramaprabhu,India,Indian Institute of Technology Madras,2014,Pt/GCS,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,70,3.25,,graphene,60,600,none,1,0,0,130,360,0,ethylene glycol,1,0,0,0,11,25,0,0,0,50.7,217,0.42800789,,,,,,,,11.56,0.5,0.25,20,nafion 212,50,130,4,8.65,90,1,60,,,,,0,0,0.1,,1,492,492,0,0.825,0.78,0.745,0.705,0.675,0.64,0.6,0.575,0.545,0.51,0.48,0.44,0.41,0.375,0.35,0.31,0.28,0.25,0.215,0.185,0.15656,0.13092,0.1077,0.08657,0.06725,0.04952,0.0332,0.01812,0.01,0.01,0.01,78,149,211.5,270,320,360,402.5,436,459,480,484,492,487.5,490,465,448,425,387,351.5,313.12,274.932,236.94,199.111,161.4,123.8,86.32,48.924,28,29,30,492,1.016260163,234,0.298156466,-0.052971012,2013.947029
Platinum-decorated chemically modified reduced graphene oxide每multiwalled carbon notube sandwich composite as cathode catalyst for a proton exchange membrane fuel cell,S. Ramaprabhu,India,Indian Institute of Technology Madras,2014,Pt/GCS,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,70,3.5,,graphene/CNT hybrid,,,none,1,0,0,130,360,0,ethylene glycol,1,0,0,0,11,25,0,0,0,50.7,217,0.42800789,,,,,,,,11.56,0.5,0.25,30,nafion 212,50,130,4,8.48,90,1,60,100,100,,,,,0.101,,1,495,492,0,0.827,0.78,0.74,0.7,0.665,0.64,0.6,0.57,0.54,0.502,0.475,0.44,0.41,0.375,0.34,0.31,0.28,0.25,0.21,0.18,0.15156,0.12592,0.1027,0.08157,0.06225,0.04452,0.0282,0.01312,0.01,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01010101,235,0.631214306,0.033507118,2014.033507
Impact of alloying and lattice strain on ORR activity of Pt and Pd based ternary alloys with Fe and Co for proton exchange membrane fuel cell applications,Louis Cindrella,India,National Institute of Technology,2014,PtFeCo/C,75,0,0,0,0,0,6,19,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,80,3.5,,XC-72R,30,230,none,1,0,0,200,720,0,"1,2-propylene glycol",1,0,0,0,7,25,0,0,0,44,333.82,0.758681818,,,,,,,0.333,5,0.5,0.25,20,nafion 212,50,,,,100,1,60,,,,,0,0,0,,1,546,546,0,0.85,0.75,0.72,0.68,0.65,0.625,0.6,0.57,0.55,0.53,0.5,0.48,0.44,0.415,0.39,0.36,0.33,0.29,0.25,0.2,0.14,0.06,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,75,144,204,260,312.5,360,399,440,477,500,528,528,539.5,546,540,528,493,450,380,280,126,22,23,24,25,26,27,28,29,30,546,0.915750916,236,0.024960867,-0.1960634,2013.803937
