Title,Corresponding author,country,institute,Year,Sample Name,Pt at% in metal element,Pd at% in metal element,Au at% in metal element,Ir at% in metal element,Ru at% in metal element,Ni at% in metal element,Co at% in metal element,Fe at% in metal element,Mn at% in metal element,Zn at% in metal element,Cu at% in metal element,Ti at% in metal element,Cr at% in metal element,Mo at% in metal element,Ag at% in metal element,V at% in metal element,Sc at% in metal element,W at% in metal element,Os at% in metal element,Ga at% in metal element,total metal mass ratio wt%,N at%,Sn at%,S at%,O at%,Ti at%,Ta at%,Nb at%,Si at%,W at%,C wt%,Particle diameter ㄗnmㄘ,Particle variance,carbon substrate type,carbon particle diameter(nm),support BET surface area(m2/g),special sturcture,particle,nanowire,core-shell,Reduction Temperature,Reduction Time/min,mircrowave(0/1),Reducing agent( chemical name in english),polyhydric alcohols,heat reduction,inorganic reducing agent,organic reducing agent,pH,Annealing Temperature,Annealing Time/h,Atomosphere h2,Atomosphere inert,ECSA m2/g,Mass Activity mA mg-1,Specific Activity mA cm-2,Half wave potential ㄗV vsRHEㄘ,Onset Potential ㄗV vsRHEㄘ,ADT cycles,Reduce in half wave potential  mV,Reduce in MA/ mA mg-1,Reduce in SA/mA cm-2,I/C Ratio(ionomer/catalyst),Area cm2,Cathodic Loading Amount mgPt cm-2,Anodic Platinum Loading Amount mgPt cm-2,Anodic catalyst type x wt% Pt/C,Membrane,membrane thickness,Hot Press Temperature,Hot Press Time min,Hot Press Pressure Mpa,Humidity %,GDE for 1,celltemp,Flowing rate of H2 ml min-1,flowing rate of cathode gas(O2/air),stoichiometry/anode,stoichiometry/cathode,stoich to flow anode,stoich to flow cathode,Back Pressure Mpa,"Current decay at 0.6V(ma,cm2)",Cathode gas oxygen ratio,Maximum Power Density mW cm-2,MPD caculated,qualified,Open Circuit Voltage V,Voltage 100mA cm0,Voltage 200mA cm0,Voltage 300mA cm0,Voltage 400mA cm0,Voltage 500mA cm0,Voltage 600mA cm0,Voltage 700mA cm0,Voltage 800mA cm0,Voltage 900mA cm0,Voltage 1000mA cm0,Voltage 1100mA cm0,Voltage 1200mA cm0,Voltage 1300mA cm0,Voltage 1400mA cm0,Voltage 1500mA cm0,Voltage 1600mA cm0,Voltage 1700mA cm0,Voltage 1800mA cm0,Voltage 1900mA cm0,Voltage 2000mA cm0,Voltage 2100mA cm0,Voltage 2200mA cm0,Voltage 2300mA cm0,Voltage 2400mA cm0,Voltage 2500mA cm0,Voltage 2600mA cm0,Voltage 2700mA cm0,Voltage 2800mA cm0,Voltage 2900mA cm0,Voltage 3000mA cm0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pt use,,Rand,Rand num,Year for plot
"Effects of carbon supports on Pt distribution, ionomer coverage and cathode performance for polymer electrolyte fuel cells",Makoto Uchida,japan,University of Yamanashi,2016,n-Pt/AB800,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,75,2.6,0.3,AB800,,779,none,1,0,0,220,30,0,oleylamine,0,0,0,1,7,400,4,0,1,74,225,0.304054054,,,,,,,0.7,29.2,0.049,,,nafion 212,50,140,3,2.8,80,0,80,,,,,0,0,0,,0.21,931.35,931.35,1,0.95,0.725,0.7,0.675,0.66,0.65,0.635,0.62,0.605,0.59,0.58,0.56,0.545,0.525,0.51,0.49,0.47086,0.45328,0.4371,0.42214,0.40827,0.39539,0.38338,0.37216,0.36166,0.3518,0.34254,0.33382,0.32559,0.31781,0.31045,72.5,140,202.5,264,325,381,434,484,531,580,616,654,682.5,714,735,753.376,770.576,786.78,802.066,816.54,830.319,843.436,855.968,867.984,879.5,890.604,901.314,911.652,921.649,931.35,931.35,0.0526118,176,0.596886488,0.024529629,2016.02453
"Effects of carbon supports on Pt distribution, ionomer coverage and cathode performance for polymer electrolyte fuel cells",Makoto Uchida,japan,University of Yamanashi,2016,c-Pt/GCB,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.3,0,0,0,0,0,0,0,0,0,70.7,3.3,0.5,home-made carbon,,164,none,1,0,0,220,30,0,oleylamine,0,0,0,1,7,400,4,0,1,52,225,0.432692308,,,,,,,0.7,29.2,0.048,,,nafion 212,50,140,3,2.8,80,0,80,,,,,0,0,0,,0.21,624,624,0,0.93,0.675,0.66,0.65,0.635,0.62,0.605,0.595,0.575,0.56,0.535,0.525,0.5,0.48,0.43,0.3833,0.33959,0.30113,0.26704,0.2366,0.20927,0.18458,0.16218,0.14175,0.12306,0.10588,0.09004,0.0754,0.06181,0.04917,0.03738,67.5,132,195,254,310,363,416.5,460,504,535,577.5,600,624,602,574.95,543.344,511.921,480.672,449.54,418.54,387.618,356.796,326.025,295.344,264.7,234.104,203.58,173.068,142.593,112.14,624,0.076923077,177,0.760989404,0.070948881,2016.070949
"Effects of carbon supports on Pt distribution, ionomer coverage and cathode performance for polymer electrolyte fuel cells",Makoto Uchida,japan,University of Yamanashi,2016,c-Pt/GCB,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.3,0,0,0,0,0,0,0,0,0,70.7,3.3,0.5,home-made carbon,,164,none,1,0,0,220,30,0,oleylamine,0,0,0,1,7,400,4,0,1,52,225,0.432692308,,,,,,,0.7,29.2,0.048,,,nafion 212,50,140,3,2.8,30,0,80,,,,,0,0,0,,0.21,692.64,692.64,0,0.94,0.62,0.575,0.55,0.525,0.502,0.48005,0.45908,0.43991,0.42231,0.40611,0.39113,0.37725,0.36435,0.35232,0.34109,0.33058,0.32071,0.31144,0.30271,0.29447,0.28669,0.27932,0.27214,0.26534,0.25888,0.25273,0.24687,0.24129,0.23597,0.23088,62,115,165,210,251,288.03,321.356,351.928,380.079,406.11,430.243,452.7,473.655,493.248,511.635,528.928,545.207,560.592,575.149,588.94,602.049,614.504,625.922,636.816,647.2,657.098,666.549,675.612,684.313,692.64,692.64,0.069300069,178,0.401233894,-0.025015461,2015.974985
"Effects of carbon supports on Pt distribution, ionomer coverage and cathode performance for polymer electrolyte fuel cells",Makoto Uchida,japan,University of Yamanashi,2016,c-Pt/GCB,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.3,0,0,0,0,0,0,0,0,0,70.7,3.3,0.5,home-made carbon,,164,none,1,0,0,220,30,0,oleylamine,0,0,0,1,7,400,4,0,1,52,225,0.432692308,,,,,,,0.7,29.2,0.048,,,nafion 212,50,140,3,2.8,100,0,80,,,,,0,0,0,,0.21,756.96,756.96,1,0.9,0.675,0.615,0.575,0.555,0.55,0.535,0.52,0.5,0.49,0.465,0.43,0.415,0.40056,0.38716,0.37468,0.36263,0.35137,0.34083,0.33094,0.32165,0.3129,0.30464,0.29684,0.28946,0.28246,0.27582,0.26951,0.2635,0.25778,0.25232,67.5,123,172.5,222,275,321,364,400,441,465,473,498,520.728,542.024,562.02,580.208,597.329,613.494,628.786,643.3,657.09,670.208,682.732,694.704,706.15,717.132,727.677,737.8,747.562,756.96,756.96,0.063411541,179,0.159438327,-0.099676899,2015.900323
"Effects of carbon supports on Pt distribution, ionomer coverage and cathode performance for polymer electrolyte fuel cells",Makoto Uchida,japan,University of Yamanashi,2016,c-Pt/GCB,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.3,0,0,0,0,0,0,0,0,0,70.7,3.3,0.5,home-made carbon,,164,none,1,0,0,220,30,0,oleylamine,0,0,0,1,7,400,4,0,1,52,225,0.432692308,,,,,,,0.7,29.2,0.048,,,nafion 212,50,140,3,2.8,53,0,80,,,,,0,0,0,,0.21,1131.51,1131.51,1,0.93,0.665,0.625,0.6,0.59,0.57,0.55,0.54,0.52,0.51,0.5,0.49031,0.48119,0.4726,0.46449,0.45683,0.44957,0.44269,0.43615,0.42994,0.42403,0.41839,0.41301,0.40787,0.40296,0.39826,0.39376,0.38935,0.38513,0.38107,0.37717,66.5,125,180,236,285,330,378,416,459,500,539.341,577.428,614.38,650.286,685.245,719.312,752.573,785.07,816.886,848.06,878.619,908.622,938.101,967.104,995.65,1023.776,1051.245,1078.364,1105.103,1131.51,1131.51,0.042421189,180,0.276467271,-0.059336853,2015.940663
Carbon-supportedPt-CoNanowiresasa NovelCathodeCatalystforProton ExchangeMembraneFuelCells,Bing Li,China,Tongji University,2017,,90,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,33.76,0,0,0,0,0,0,0,0,0,66.24,3.9,,XC-72R,30,230,none,1,0,0,25,20,0,NaBH4,0,0,1,0,7,25,0,0,0,49.46,125,0.252729478,0.893,,3000,18,,,0.333,25,0.4,0.2,40,not-mentioned,,,,,80,0,80,255,570,1.7,3.8,255,570,0,,0.21,720,720,1,0.98,0.86,0.8,0.78,0.76,0.735,0.72,0.695,0.675,0.65,0.635,0.6,0.575,0.55,0.51,0.48,0.44,0.38,0.32431,0.2761,0.23394,0.19677,0.16375,0.13423,0.10766,0.08364,0.06182,0.0419,0.02364,0.01,0.01,86,160,234,304,367.5,432,486.5,540,585,635,660,690,715,714,720,704,646,583.758,524.59,467.88,413.217,360.25,308.729,258.384,209.1,160.732,113.13,66.192,29,30,720,0.555555556,181,0.525169371,0.006313217,2017.006313
Investigation of catalytic vs reactant transport effect of catalyst layers on proton exchange membrane fuel cell performance,Xianguo Li,Canada,University of Waterloo,2017,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,80,2,,XC-72R,30,230,none,1,0,0,25,0,0,ethylene glycol,1,0,0,0,7,25,0,0,0,62,225,0.362903226,,,,,,,0.3333,45,0.4,0.1,,nafion 211,25,130,3,6.89,100,0,75,,,,,0,0,0.035,,0.21,819,819,1,0.95,0.8,0.77,0.72,0.7,0.68,0.66,0.63,0.61,0.6,0.595,0.58,0.55,0.53,0.51,0.5,0.49,0.47,0.43,0.41,0.4,0.39,0.37,0.33,0.29238,0.25898,0.22914,0.2023,0.17805,0.15602,0.13592,80,154,216,280,340,396,441,488,540,595,638,660,689,714,750,784,799,774,779,800,819,814,759,701.712,647.45,595.764,546.21,498.54,452.458,407.76,819,0.488400488,182,0.722527847,0.059036748,2017.059037
Investigation of catalytic vs reactant transport effect of catalyst layers on proton exchange membrane fuel cell performance,Xianguo Li,Canada,University of Waterloo,2017,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,40,4,,XC-72R,30,230,none,1,0,0,25,0,0,ethylene glycol,1,0,0,0,7,25,0,0,0,43,180,0.418604651,,,,,,,0.3333,45,0.4,0.1,,nafion 211,25,130,3,6.89,100,0,75,,,,,0,0,0.035,,0.21,983.07,983.07,1,0.95,0.85,0.8,0.78,0.75,0.72,0.7,0.69,0.68,0.65,0.62,0.605,0.6,0.59,0.575,0.55,0.52,0.5,0.49,0.47,0.42,0.405,0.395,0.385,0.37531,0.36619,0.3576,0.34949,0.34183,0.33457,0.32769,85,160,234,300,360,420,483,544,585,620,665.5,720,767,805,825,832,850,882,893,840,850.5,869,885.5,900.744,915.475,929.76,943.623,957.124,970.253,983.07,983.07,0.406888624,183,0.128697001,-0.113257207,2016.886743
Evaluation of Nafion with Various Pt每C Concentrations in Membrane Electrode Assemblies for PEMFCs,K.Punyawudho,Thailand,ChiangMai University,2017,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,80,3.1,,XC-72R,30,230,none,1,0,0,198,1.6,1,ethylene glycol,1,0,0,0,10,25,0,0,0,55,225,0.409090909,,,,,,,0.5385,23,0.3,0.3,20,DuPont XL-100,28,,,,95,0,75,180,300,1.2,2,,,0,,0.21,260,260,0,0.96,0.76,0.71,0.67,0.62,0.52,0.43,0.3478,0.27871,0.21982,0.16903,0.12478,0.08588,0.05141,0.02066,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.153846154,184,0.476824615,-0.005812479,2016.994188
Evaluation of Nafion with Various Pt每C Concentrations in Membrane Electrode Assemblies for PEMFCs,K.Punyawudho,Thailand,ChiangMai University,2017,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,60,3.9,,XC-72R,30,230,none,1,0,0,198,1.6,1,ethylene glycol,1,0,0,0,10,25,0,0,0,61.7,217,0.351701783,,,,,,,0.4286,23,0.3,0.3,40,DuPont XL-100,28,,,,95,0,75,180,300,1.2,2,,,0,,0.21,260,260,0,0.9,0.76,0.72,0.68,0.62,0.52,0.43,0.3478,0.27871,0.21982,0.16903,0.12478,0.08588,0.05141,0.02066,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.153846154,185,0.020954548,-0.20344217,2016.796558
Evaluation of Nafion with Various Pt每C Concentrations in Membrane Electrode Assemblies for PEMFCs,K.Punyawudho,Thailand,ChiangMai University,2017,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,60,3.9,,XC-72R,30,230,none,1,0,0,198,1.6,1,ethylene glycol,1,0,0,0,10,25,0,0,0,61.7,217,0.351701783,,,,,,,0.33,23,0.3,0.3,40,DuPont XL-100,28,,,,95,0,75,180,300,1.2,2,,,0,,0.21,285,285,0,0.9,0.76,0.72,0.69,0.65,0.57,0.47,0.37909,0.30333,0.23923,0.18429,0.13667,0.095,0.05824,0.02556,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.052631579,186,0.238860329,-0.070997336,2016.929003
Evaluation of Nafion with Various Pt每C Concentrations in Membrane Electrode Assemblies for PEMFCs,K.Punyawudho,Thailand,ChiangMai University,2017,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,90,3.1,,XC-72R,30,230,none,1,0,0,198,1.6,1,ethylene glycol,1,0,0,0,10,25,0,0,0,55,225,0.409090909,,,,,,,0.4286,23,0.3,0.3,10,DuPont XL-100,28,,,,95,0,75,180,300,1.2,2,,,0,,0.21,288,288,0,0.92,0.76,0.72,0.68,0.64,0.56,0.48,0.37,0.27044,0.18815,0.11898,0.06004,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.041666667,187,0.018940774,-0.207613412,2016.792387
Evaluation of Nafion with Various Pt每C Concentrations in Membrane Electrode Assemblies for PEMFCs,K.Punyawudho,Thailand,ChiangMai University,2017,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,90,3.1,,XC-72R,30,230,none,1,0,0,198,1.6,1,ethylene glycol,1,0,0,0,10,25,0,0,0,55,225,0.409090909,,,,,,,0.1765,23,0.3,0.3,10,DuPont XL-100,28,,,,95,0,75,180,300,1.2,2,,,0,,0.21,322,322,0,0.92,0.73,0.68,0.64,0.61,0.55,0.51,0.46,0.38,0.30657,0.24428,0.19077,0.14432,0.10361,0.06763,0.03562,0.00694,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.931677019,188,0.939550547,0.155101159,2017.155101
Evaluation of Nafion with Various Pt每C Concentrations in Membrane Electrode Assemblies for PEMFCs,K.Punyawudho,Thailand,ChiangMai University,2017,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,60,3.9,,XC-72R,30,230,none,1,0,0,198,1.6,1,ethylene glycol,1,0,0,0,10,25,0,0,0,61.7,217,0.351701783,,,,,,,0.25,23,0.3,0.3,40,DuPont XL-100,28,,,,95,0,75,180,300,1.2,2,,,0,,0.21,336,336,0,0.9,0.77,0.73,0.71,0.68,0.64,0.56,0.47,0.3878,0.31871,0.25982,0.20903,0.16478,0.12588,0.09141,0.06066,0.03306,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.892857143,189,0.116377739,-0.119329087,2016.880671
Evaluation of Nafion with Various Pt每C Concentrations in Membrane Electrode Assemblies for PEMFCs,K.Punyawudho,Thailand,ChiangMai University,2017,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,90,3.1,,XC-72R,30,230,none,1,0,0,198,1.6,1,ethylene glycol,1,0,0,0,10,25,0,0,0,55,225,0.409090909,,,,,,,0.25,23,0.3,0.3,10,DuPont XL-100,28,,,,95,0,75,180,300,1.2,2,,,0,,0.21,350,350,0,0.92,0.76,0.72,0.68,0.66,0.63,0.56,0.5,0.42,0.34657,0.28428,0.23077,0.18432,0.14361,0.10763,0.07562,0.04694,0.0211,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.857142857,190,0.532110686,0.008057666,2017.008058
Evaluation of Nafion with Various Pt每C Concentrations in Membrane Electrode Assemblies for PEMFCs,K.Punyawudho,Thailand,ChiangMai University,2017,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,90,3.1,,XC-72R,30,230,none,1,0,0,198,1.6,1,ethylene glycol,1,0,0,0,10,25,0,0,0,55,225,0.409090909,,,,,,,0.33,23,0.3,0.3,10,DuPont XL-100,28,,,,95,0,75,180,300,1.2,2,,,0,,0.21,354,354,0,0.92,0.77,0.73,0.7,0.67,0.64,0.59,0.5,0.42,0.34657,0.28428,0.23077,0.18432,0.14361,0.10763,0.07562,0.04694,0.0211,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.847457627,191,0.728831672,0.060928333,2017.060928
Evaluation of Nafion with Various Pt每C Concentrations in Membrane Electrode Assemblies for PEMFCs,K.Punyawudho,Thailand,ChiangMai University,2017,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,80,3.1,,XC-72R,30,230,none,1,0,0,198,1.6,1,ethylene glycol,1,0,0,0,10,25,0,0,0,55,225,0.409090909,,,,,,,0.1765,23,0.3,0.3,20,DuPont XL-100,28,,,,95,0,75,180,300,1.2,2,,,0,,0.21,368,368,0,0.96,0.78,0.74,0.71,0.68,0.64,0.58,0.51,0.46,0.4,0.34431,0.2961,0.25394,0.21677,0.18375,0.15423,0.12766,0.10364,0.08182,0.0619,0.04364,0.02685,0.01136,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.815217391,192,0.782798611,0.07816798,2017.078168
Evaluation of Nafion with Various Pt每C Concentrations in Membrane Electrode Assemblies for PEMFCs,K.Punyawudho,Thailand,ChiangMai University,2017,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,60,3.9,,XC-72R,30,230,none,1,0,0,198,1.6,1,ethylene glycol,1,0,0,0,10,25,0,0,0,61.7,217,0.351701783,,,,,,,0.1765,23,0.3,0.3,40,DuPont XL-100,28,,,,95,0,75,180,300,1.2,2,,,0,,0.21,378,378,0,0.9,0.77,0.73,0.71,0.68,0.65,0.6,0.54,0.47,0.4,0.3354,0.28007,0.23213,0.19021,0.15323,0.12037,0.09098,0.06454,0.04061,0.01887,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.793650794,193,0.634171107,0.034292114,2017.034292
Evaluation of Nafion with Various Pt每C Concentrations in Membrane Electrode Assemblies for PEMFCs,K.Punyawudho,Thailand,ChiangMai University,2017,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,80,3.1,,XC-72R,30,230,none,1,0,0,198,1.6,1,ethylene glycol,1,0,0,0,10,25,0,0,0,55,225,0.409090909,,,,,,,0.33,23,0.3,0.3,20,DuPont XL-100,28,,,,95,0,75,180,300,1.2,2,,,0,,0.21,396,396,0,0.96,0.78,0.75,0.71,0.68,0.65,0.62,0.54,0.49,0.44,0.3933,0.35239,0.31625,0.2841,0.2553,0.22936,0.20588,0.18452,0.16501,0.14711,0.13063,0.11542,0.10132,0.08823,0.07604,0.06465,0.05363,0.04331,0.03362,0.02451,0.01592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.757575758,194,0.786911005,0.079574891,2017.079575
Evaluation of Nafion with Various Pt每C Concentrations in Membrane Electrode Assemblies for PEMFCs,K.Punyawudho,Thailand,ChiangMai University,2017,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,80,3.1,,XC-72R,30,230,none,1,0,0,198,1.6,1,ethylene glycol,1,0,0,0,10,25,0,0,0,55,225,0.409090909,,,,,,,0.4286,23,0.3,0.3,20,DuPont XL-100,28,,,,95,0,75,180,300,1.2,2,,,0,,0.21,408,408,0,0.96,0.79,0.74,0.71,0.68,0.65,0.62,0.54,0.51,0.44,0.3754,0.32007,0.27213,0.23021,0.19323,0.16037,0.13098,0.10454,0.08061,0.05887,0.03903,0.02084,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.735294118,195,0.825566831,0.093679049,2017.093679
"Sb doped SnO2as a stable cathode catalyst support
for low temperature polymer electrolyte membrane
fuel cell",Paritosh Kumar Mohanta,Germany,Zentrum f邦r Sonnenenergie-und Wasserstoff-Forschung Baden-W邦rttemberg (ZSW),2017,ATO-0.25,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,27.79,0,55.58,0,0,0,0,0,0,5.5,,oxide,,,none,1,0,0,120,180,0,ethylene glycol,1,0,0,0,10,250,1,0,1,84,225,0.267857143,,,,,,,,25,0.3,0.3,,not-mentioned,,140,4,10,,1,80,202.5,600,1.35,4,202.5,600,0,,0.21,440,440,0,0.97,0.82,0.775,0.72,0.68,0.64,0.6,0.57,0.535,0.455,0.42,0.4,0.36,0.32,0.28238,0.24898,0.21914,0.1923,0.16805,0.14602,0.12592,0.10751,0.09059,0.07497,0.06052,0.04711,0.03463,0.02299,0.0121,0.01,0.01,82,155,216,272,320,360,399,428,409.5,420,440,432,416,395.332,373.47,350.624,326.91,302.49,277.438,251.84,225.771,199.298,172.431,145.248,117.775,90.038,62.073,33.88,29,30,440,0.681818182,196,0.888264726,0.121735139,2017.121735
Evaluation of Nafion with Various Pt每C Concentrations in Membrane Electrode Assemblies for PEMFCs,K.Punyawudho,Thailand,ChiangMai University,2017,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,80,3.1,,XC-72R,30,230,none,1,0,0,198,1.6,1,ethylene glycol,1,0,0,0,10,25,0,0,0,55,225,0.409090909,,,,,,,0.25,23,0.3,0.3,20,DuPont XL-100,28,,,,95,0,75,180,300,1.2,2,,,0,,0.21,450,450,0,0.96,0.78,0.74,0.71,0.68,0.65,0.63,0.6,0.54,0.5,0.44,0.38431,0.3361,0.29394,0.25677,0.22375,0.19423,0.16766,0.14364,0.12182,0.1019,0.08364,0.06685,0.05136,0.03701,0.0237,0.01131,0.01,0.01,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.666666667,197,0.100213144,-0.1280338,2016.871966
Evaluation of Nafion with Various Pt每C Concentrations in Membrane Electrode Assemblies for PEMFCs,K.Punyawudho,Thailand,ChiangMai University,2017,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,90,3.1,,XC-72R,30,230,none,1,0,0,198,1.6,1,ethylene glycol,1,0,0,0,10,25,0,0,0,55,225,0.409090909,,,,,,,0.5385,23,0.3,0.3,10,DuPont XL-100,28,,,,95,0,75,180,300,1.2,2,,,0,,0.21,853.77,853.77,1,0.92,0.82,0.76,0.72,0.68,0.64238,0.60898,0.57914,0.5523,0.52805,0.50602,0.48592,0.46751,0.45059,0.43497,0.42052,0.40711,0.39463,0.38299,0.3721,0.3619,0.35202,0.34272,0.33398,0.32572,0.31792,0.31054,0.30355,0.29691,0.2906,0.28459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.351382691,198,0.797159998,0.083151988,2017.083152
Composite-supported Pt catalyst and electrosprayed cathode catalyst layer for polymer electrolyte membrane fuel cell,Biao Zhou,Canada,University of Windsor,2017,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,78.4,3.1,,XC-72R,30,230,none,1,0,0,185,4,1,ethylene glycol,1,0,0,0,7,25,0,0,0,55,225,0.409090909,,,,,,,0.176,5,0.2,0.4,,nafion 212,50,130,3,1.07,100,1,80,225,375,1.5,2.5,225,375,0.2,,0.21,344,344,0,0.9,0.78,0.72,0.65,0.6,0.55,0.52,0.475,0.43,0.38,0.33,0.27,0.21431,0.1661,0.12394,0.08677,0.05375,0.02423,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,78,144,195,240,275,312,332.5,344,342,330,297,257.172,215.93,173.516,130.155,86,41.191,18,19,20,21,22,23,24,25,26,27,28,29,30,344,0.581395349,199,0.236330996,-0.071815456,2016.928185
Composite-supported Pt catalyst and electrosprayed cathode catalyst layer for polymer electrolyte membrane fuel cell,Biao Zhou,Canada,University of Windsor,2017,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,78.4,3.1,,XC-72R,30,230,none,1,0,0,185,4,1,ethylene glycol,1,0,0,0,7,25,0,0,0,55,225,0.409090909,,,,,,,0.538,5,0.2,0.4,,nafion 212,50,130,3,1.07,100,1,80,225,375,1.5,2.5,225,375,0.2,,0.21,420,420,0,0.95,0.81,0.75,0.71,0.66,0.61,0.58,0.545,0.5,0.46,0.42,0.375,0.31,0.26,0.2133,0.17239,0.13625,0.1041,0.0753,0.04936,0.02588,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,81,150,213,264,305,348,381.5,400,414,420,412.5,372,338,298.62,258.585,218,176.97,135.54,93.784,51.76,21,22,23,24,25,26,27,28,29,30,420,0.476190476,200,0.540218932,0.010098529,2017.010099
